Date, State / UT,Cured,Death,Confirmed 
05-05-2020,Telengana,585,29,1085
05-05-2020,Tripura,2,0,29
05-05-2020,Uttar Pradesh,802,50,2766
05-05-2020,Uttarakhand,39,1,60
05-05-2020,West Bengal,218,133,1259
06-05-2020,Andaman and Nicobar Islands,32,0,33
06-05-2020,Andhra Pradesh,589,36,1717
06-05-2020,Arunachal Pradesh,1,0,1
06-05-2020,Assam,32,1,43
06-05-2020,Bihar,142,4,536
06-05-2020,Chandigarh,21,1,111
06-05-2020,Chhattisgarh,36,0,59
06-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
06-05-2020,Delhi,1468,64,5104
06-05-2020,Goa,7,0,7
06-05-2020,Gujarat,1381,368,6245
06-05-2020,Haryana,256,6,548
06-05-2020,Himachal Pradesh,38,2,42
06-05-2020,Jammu and Kashmir,320,8,741
06-05-2020,Jharkhand,33,3,125
06-05-2020,Karnataka,331,29,671
06-05-2020,Kerala,462,4,502
06-05-2020,Ladakh,17,0,41
06-05-2020,Madhya Pradesh,1000,176,3049
06-05-2020,Maharashtra,2819,617,15525
06-05-2020,Manipur,2,0,2
06-05-2020,Meghalaya,10,1,12
06-05-2020,Mizoram,0,0,1
06-05-2020,Odisha,60,1,175
06-05-2020,Puducherry,6,0,9
06-05-2020,Punjab,133,25,1451
06-05-2020,Rajasthan,1525,89,3158
06-05-2020,Tamil Nadu,1485,33,4058
06-05-2020,Telengana,585,29,1096
06-05-2020,Tripura,2,0,43
06-05-2020,Uttar Pradesh,987,56,2880
06-05-2020,Uttarakhand,39,1,61
06-05-2020,West Bengal,364,140,1344
07-05-2020,Andaman and Nicobar Islands,32,0,33
07-05-2020,Andhra Pradesh,729,36,1777
07-05-2020,Arunachal Pradesh,1,0,1
07-05-2020,Assam,32,1,45
07-05-2020,Bihar,188,4,542
07-05-2020,Chandigarh,21,1,120
07-05-2020,Chhattisgarh,36,0,59
07-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
07-05-2020,Delhi,1542,65,5532
07-05-2020,Goa,7,0,7
07-05-2020,Gujarat,1500,396,6625
07-05-2020,Haryana,260,7,594
07-05-2020,Himachal Pradesh,38,2,45
07-05-2020,Jammu and Kashmir,322,8,775
07-05-2020,Jharkhand,37,3,127
07-05-2020,Karnataka,354,29,693
07-05-2020,Kerala,469,4,503
07-05-2020,Ladakh,17,0,41
07-05-2020,Madhya Pradesh,1099,185,3138
07-05-2020,Maharashtra,3094,651,16758
07-05-2020,Manipur,2,0,2
07-05-2020,Meghalaya,10,1,12
07-05-2020,Mizoram,0,0,1
07-05-2020,Odisha,61,2,185
07-05-2020,Puducherry,6,0,9
07-05-2020,Punjab,135,27,1516
07-05-2020,Rajasthan,1596,92,3317
07-05-2020,Tamil Nadu,1516,35,4829
07-05-2020,Telengana,628,29,1107
07-05-2020,Tripura,2,0,43
07-05-2020,Uttar Pradesh,1130,60,2998
07-05-2020,Uttarakhand,39,1,61
07-05-2020,West Bengal,364,144,1456
08-05-2020,Andaman and Nicobar Islands,33,0,33
08-05-2020,Andhra Pradesh,780,38,1847
08-05-2020,Arunachal Pradesh,1,0,1
08-05-2020,Assam,34,1,54
08-05-2020,Bihar,246,5,550
08-05-2020,Chandigarh,21,1,135
08-05-2020,Chhattisgarh,38,0,59
08-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
08-05-2020,Delhi,1931,66,5980
08-05-2020,Goa,7,0,7
08-05-2020,Gujarat,1709,425,7012
08-05-2020,Haryana,260,7,625
08-05-2020,Himachal Pradesh,38,2,46
08-05-2020,Jammu and Kashmir,335,9,793
08-05-2020,Jharkhand,41,3,132
08-05-2020,Karnataka,366,30,705
08-05-2020,Kerala,474,4,503
08-05-2020,Ladakh,17,0,42
08-05-2020,Madhya Pradesh,1231,193,3252
08-05-2020,Maharashtra,3301,694,17974
08-05-2020,Manipur,2,0,2
08-05-2020,Meghalaya,10,1,12
08-05-2020,Mizoram,0,0,1
08-05-2020,Odisha,62,2,219
08-05-2020,Puducherry,6,0,9
08-05-2020,Punjab,149,28,1644
08-05-2020,Rajasthan,1596,97,3427
08-05-2020,Tamil Nadu,1547,37,5409
08-05-2020,Telengana,650,29,1123
08-05-2020,Tripura,2,0,65
08-05-2020,Uttar Pradesh,1250,62,3071
08-05-2020,Uttarakhand,39,1,61
08-05-2020,West Bengal,364,151,1548
09-05-2020,Andaman and Nicobar Islands,33,0,33
09-05-2020,Andhra Pradesh,842,41,1887
09-05-2020,Arunachal Pradesh,1,0,1
09-05-2020,Assam,34,1,59
09-05-2020,Bihar,297,5,571
09-05-2020,Chandigarh,21,1,150
09-05-2020,Chhattisgarh,38,0,59
09-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
09-05-2020,Delhi,2020,68,6318
09-05-2020,Goa,7,0,7
09-05-2020,Gujarat,1872,449,7402
09-05-2020,Haryana,279,8,647
09-05-2020,Himachal Pradesh,38,2,50
09-05-2020,Jammu and Kashmir,364,9,823
09-05-2020,Jharkhand,52,3,132
09-05-2020,Karnataka,376,30,753
09-05-2020,Kerala,484,4,503
09-05-2020,Ladakh,17,0,42
09-05-2020,Madhya Pradesh,1349,200,3341
09-05-2020,Maharashtra,3470,731,19063
09-05-2020,Manipur,2,0,2
09-05-2020,Meghalaya,10,1,12
09-05-2020,Mizoram,0,0,1
09-05-2020,Odisha,63,2,271
09-05-2020,Puducherry,6,0,9
09-05-2020,Punjab,152,29,1731
09-05-2020,Rajasthan,1916,101,3579
09-05-2020,Tamil Nadu,1605,40,6009
09-05-2020,Telengana,700,29,1133
09-05-2020,Tripura,2,0,118
09-05-2020,Uttar Pradesh,1387,66,3214
09-05-2020,Uttarakhand,46,1,63
09-05-2020,West Bengal,364,160,1678
10-05-2020,Andaman and Nicobar Islands,33,0,33
10-05-2020,Andhra Pradesh,887,44,1930
10-05-2020,Arunachal Pradesh,1,0,1
10-05-2020,Assam,34,2,63
10-05-2020,Bihar,322,5,591
10-05-2020,Chandigarh,24,2,169
10-05-2020,Chhattisgarh,43,0,59
10-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
10-05-2020,Delhi,2020,73,6542
10-05-2020,Goa,7,0,7
10-05-2020,Gujarat,2091,472,7796
10-05-2020,Haryana,290,9,675
10-05-2020,Himachal Pradesh,38,2,50
10-05-2020,Jammu and Kashmir,368,9,836
10-05-2020,Jharkhand,78,3,156
10-05-2020,Karnataka,386,30,794
10-05-2020,Kerala,485,4,505
10-05-2020,Ladakh,17,0,42
10-05-2020,Madhya Pradesh,1676,215,3614
10-05-2020,Maharashtra,3800,779,20228
10-05-2020,Manipur,2,0,2
10-05-2020,Meghalaya,10,1,13
10-05-2020,Mizoram,1,0,1
10-05-2020,Odisha,63,2,294
10-05-2020,Puducherry,6,0,9
10-05-2020,Punjab,157,31,1762
10-05-2020,Rajasthan,2026,106,3708
10-05-2020,Tamil Nadu,1824,44,6535
10-05-2020,Telengana,750,30,1163
10-05-2020,Tripura,2,0,134
10-05-2020,Uttar Pradesh,1499,74,3373
10-05-2020,Uttarakhand,46,1,67
10-05-2020,West Bengal,372,171,1786
11-05-2020,Andaman and Nicobar Islands,33,0,33
11-05-2020,Andhra Pradesh,925,45,1980
11-05-2020,Arunachal Pradesh,1,0,1
11-05-2020,Assam,34,2,63
11-05-2020,Bihar,365,6,696
11-05-2020,Chandigarh,24,2,169
11-05-2020,Chhattisgarh,49,0,59
11-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
11-05-2020,Delhi,2069,73,6923
11-05-2020,Goa,7,0,7
11-05-2020,Gujarat,2545,493,8194
11-05-2020,Haryana,300,10,703
11-05-2020,Himachal Pradesh,39,2,55
11-05-2020,Jammu and Kashmir,383,9,861
11-05-2020,Jharkhand,78,3,157
11-05-2020,Karnataka,424,31,848
11-05-2020,Kerala,489,4,512
11-05-2020,Ladakh,21,0,42
11-05-2020,Madhya Pradesh,1676,215,3614
11-05-2020,Maharashtra,4199,832,22171
11-05-2020,Manipur,2,0,2
11-05-2020,Meghalaya,10,1,13
11-05-2020,Mizoram,1,0,1
11-05-2020,Odisha,68,3,377
11-05-2020,Puducherry,6,0,9
11-05-2020,Punjab,166,31,1823
11-05-2020,Rajasthan,2176,107,3814
11-05-2020,Tamil Nadu,1959,47,7204
11-05-2020,Telengana,750,30,1196
11-05-2020,Tripura,2,0,150
11-05-2020,Uttar Pradesh,1653,74,3467
11-05-2020,Uttarakhand,46,1,68
11-05-2020,West Bengal,417,185,1939
12-05-2020,Andaman and Nicobar Islands,33,0,33
12-05-2020,Andhra Pradesh,975,45,2018
12-05-2020,Arunachal Pradesh,1,0,1
12-05-2020,Assam,34,2,65
12-05-2020,Bihar,377,6,747
12-05-2020,Chandigarh,24,2,174
12-05-2020,Chhattisgarh,53,0,59
12-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
12-05-2020,Delhi,2129,73,7233
12-05-2020,Goa,7,0,7
12-05-2020,Gujarat,2780,513,8541
12-05-2020,Haryana,337,11,730
12-05-2020,Himachal Pradesh,39,2,59
12-05-2020,Jammu and Kashmir,427,10,879
12-05-2020,Jharkhand,78,3,160
12-05-2020,Karnataka,426,31,862
12-05-2020,Kerala,489,4,519
12-05-2020,Ladakh,21,0,42
12-05-2020,Madhya Pradesh,1747,221,3785
12-05-2020,Maharashtra,4786,868,23401
12-05-2020,Manipur,2,0,2
12-05-2020,Meghalaya,10,1,13
12-05-2020,Mizoram,1,0,1
12-05-2020,Odisha,85,3,414
12-05-2020,Puducherry,6,0,12
12-05-2020,Punjab,168,31,1877
12-05-2020,Rajasthan,2264,113,3988
12-05-2020,Tamil Nadu,2051,53,8002
12-05-2020,Telengana,800,30,1275
12-05-2020,Tripura,2,0,152
12-05-2020,Uttar Pradesh,1758,80,3573
12-05-2020,Uttarakhand,46,1,68
12-05-2020,West Bengal,499,190,2063
13-05-2020,Andaman and Nicobar Islands,33,0,33
13-05-2020,Andhra Pradesh,1056,46,2090
13-05-2020,Arunachal Pradesh,1,0,1
13-05-2020,Assam,39,2,65
13-05-2020,Bihar,383,6,831
13-05-2020,Chandigarh,28,3,187
13-05-2020,Chhattisgarh,54,0,59
13-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
13-05-2020,Delhi,2512,86,7639
13-05-2020,Goa,7,0,7
13-05-2020,Gujarat,3246,537,8903
13-05-2020,Haryana,342,11,780
13-05-2020,Himachal Pradesh,39,2,65
13-05-2020,Jammu and Kashmir,455,10,934
13-05-2020,Jharkhand,79,3,172
13-05-2020,Karnataka,433,31,925
13-05-2020,Kerala,489,4,524
13-05-2020,Ladakh,21,0,42
13-05-2020,Madhya Pradesh,1860,225,3986
13-05-2020,Maharashtra,5125,921,24427
13-05-2020,Manipur,2,0,2
13-05-2020,Meghalaya,10,1,13
13-05-2020,Mizoram,1,0,1
13-05-2020,Odisha,116,3,437
13-05-2020,Puducherry,9,1,13
13-05-2020,Punjab,171,32,1914
13-05-2020,Rajasthan,2378,117,4126
13-05-2020,Tamil Nadu,2134,61,8718
13-05-2020,Telengana,830,32,1326
13-05-2020,Tripura,2,0,154
13-05-2020,Uttar Pradesh,1873,82,3664
13-05-2020,Uttarakhand,46,1,69
13-05-2020,West Bengal,612,198,2173
14-05-2020,Andaman and Nicobar Islands,33,0,33
14-05-2020,Andhra Pradesh,1142,47,2137
14-05-2020,Arunachal Pradesh,1,0,1
14-05-2020,Assam,39,2,80
14-05-2020,Bihar,388,7,940
14-05-2020,Chandigarh,28,3,187
14-05-2020,Chhattisgarh,55,0,59
14-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
14-05-2020,Delhi,2858,106,7998
14-05-2020,Goa,7,0,7
14-05-2020,Gujarat,3562,566,9267
14-05-2020,Haryana,418,11,793
14-05-2020,Himachal Pradesh,39,2,66
14-05-2020,Jammu and Kashmir,466,11,971
14-05-2020,Jharkhand,79,3,173
14-05-2020,Karnataka,451,33,959
14-05-2020,Kerala,490,4,534
14-05-2020,Ladakh,22,0,43
14-05-2020,Madhya Pradesh,2004,232,4173
14-05-2020,Maharashtra,5547,975,25922
14-05-2020,Manipur,2,0,2
14-05-2020,Meghalaya,10,1,13
14-05-2020,Mizoram,1,0,1
14-05-2020,Odisha,143,3,538
14-05-2020,Puducherry,9,1,13
14-05-2020,Punjab,200,32,1924
14-05-2020,Rajasthan,2459,121,4328
14-05-2020,Tamil Nadu,2176,64,9227
14-05-2020,Telengana,940,34,1367
14-05-2020,Tripura,16,0,155
14-05-2020,Uttar Pradesh,1902,83,3729
14-05-2020,Uttarakhand,46,1,72
14-05-2020,West Bengal,702,207,2290
15-05-2020,Andaman and Nicobar Islands,33,0,33
15-05-2020,Andhra Pradesh,1192,48,2205
15-05-2020,Arunachal Pradesh,1,0,1
15-05-2020,Assam,39,2,87
15-05-2020,Bihar,411,7,994
15-05-2020,Chandigarh,37,3,191
15-05-2020,Chhattisgarh,56,0,60
15-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
15-05-2020,Delhi,3045,115,8470
15-05-2020,Goa,7,0,14
15-05-2020,Gujarat,3753,586,9591
15-05-2020,Haryana,439,11,818
15-05-2020,Himachal Pradesh,39,2,74
15-05-2020,Jammu and Kashmir,485,11,983
15-05-2020,Jharkhand,87,3,197
15-05-2020,Karnataka,460,35,987
15-05-2020,Kerala,491,4,560
15-05-2020,Ladakh,22,0,43
15-05-2020,Madhya Pradesh,2171,237,4426
15-05-2020,Maharashtra,6059,1019,27524
15-05-2020,Manipur,2,0,3
15-05-2020,Meghalaya,11,1,13
15-05-2020,Mizoram,1,0,1
15-05-2020,Odisha,158,3,611
15-05-2020,Puducherry,9,1,13
15-05-2020,Punjab,223,32,1935
15-05-2020,Rajasthan,2580,125,4534
15-05-2020,Tamil Nadu,2240,66,9674
15-05-2020,Telengana,950,34,1414
15-05-2020,Tripura,29,0,156
15-05-2020,Uttar Pradesh,2072,88,3902
15-05-2020,Uttarakhand,50,1,78
15-05-2020,West Bengal,768,215,2377
16-05-2020,Andaman and Nicobar Islands,33,0,33
16-05-2020,Andhra Pradesh,1252,48,2307
16-05-2020,Arunachal Pradesh,1,0,1
16-05-2020,Assam,41,2,90
16-05-2020,Bihar,438,7,1018
16-05-2020,Chandigarh,37,3,191
16-05-2020,Chhattisgarh,56,0,66
16-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
16-05-2020,Delhi,3518,123,8895
16-05-2020,Goa,7,0,15
16-05-2020,Gujarat,4035,606,9931
16-05-2020,Haryana,439,11,818
16-05-2020,Himachal Pradesh,39,3,76
16-05-2020,Jammu and Kashmir,513,11,1013
16-05-2020,Jharkhand,87,3,203
16-05-2020,Karnataka,480,36,1056
16-05-2020,Kerala,492,4,576
16-05-2020,Ladakh,22,0,43
16-05-2020,Madhya Pradesh,2283,239,4595
16-05-2020,Maharashtra,6564,1068,29100
16-05-2020,Manipur,2,0,3
16-05-2020,Meghalaya,11,1,13
16-05-2020,Mizoram,1,0,1
16-05-2020,Odisha,166,3,672
16-05-2020,Puducherry,9,1,13
16-05-2020,Punjab,305,32,1935
16-05-2020,Rajasthan,2677,125,4727
16-05-2020,Tamil Nadu,2599,71,10108
16-05-2020,Telengana,959,34,1454
16-05-2020,Tripura,42,0,156
16-05-2020,Uttar Pradesh,2165,95,4057
16-05-2020,Uttarakhand,51,1,82
16-05-2020,West Bengal,829,225,2461
17-05-2020,Andaman and Nicobar Islands,33,0,33
17-05-2020,Andhra Pradesh,1353,49,2355
17-05-2020,Arunachal Pradesh,1,0,1
17-05-2020,Assam,41,2,92
17-05-2020,Bihar,453,7,1179
17-05-2020,Chandigarh,51,3,191
17-05-2020,Chhattisgarh,56,0,67
17-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
17-05-2020,Delhi,3926,129,9333
17-05-2020,Goa,7,0,17
17-05-2020,Gujarat,4308,625,10988
17-05-2020,Haryana,514,13,887
17-05-2020,Himachal Pradesh,43,3,78
17-05-2020,Jammu and Kashmir,542,12,1121
17-05-2020,Jharkhand,113,3,217
17-05-2020,Karnataka,496,36,1092
17-05-2020,Kerala,495,4,587
17-05-2020,Ladakh,22,0,43
17-05-2020,Madhya Pradesh,2315,243,4789
17-05-2020,Maharashtra,7088,1135,30706
17-05-2020,Manipur,2,0,7
17-05-2020,Meghalaya,11,1,13
17-05-2020,Mizoram,1,0,1
17-05-2020,Odisha,196,3,737
17-05-2020,Puducherry,9,1,13
17-05-2020,Punjab,1257,32,1946
17-05-2020,Rajasthan,2839,126,4960
17-05-2020,Tamil Nadu,3538,74,10585
17-05-2020,Telengana,971,34,1509
17-05-2020,Tripura,64,0,167
17-05-2020,Uttar Pradesh,2441,104,4258
17-05-2020,Uttarakhand,51,1,88
17-05-2020,West Bengal,872,232,2576
18-05-2020,Andaman and Nicobar Islands,33,0,33
18-05-2020,Andhra Pradesh,1456,50,2407
18-05-2020,Arunachal Pradesh,1,0,1
18-05-2020,Assam,41,2,101
18-05-2020,Bihar,475,8,1262
18-05-2020,Chandigarh,51,3,191
18-05-2020,Chhattisgarh,59,0,86
18-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
18-05-2020,Delhi,4485,160,10054
18-05-2020,Goa,7,0,29
18-05-2020,Gujarat,4499,659,11379
18-05-2020,Haryana,562,14,910
18-05-2020,Himachal Pradesh,44,3,80
18-05-2020,Jammu and Kashmir,575,13,1183
18-05-2020,Jharkhand,113,3,223
18-05-2020,Karnataka,509,37,1147
18-05-2020,Kerala,497,4,601
18-05-2020,Ladakh,24,0,43
18-05-2020,Madhya Pradesh,2403,248,4977
18-05-2020,Maharashtra,7688,1198,33053
18-05-2020,Manipur,2,0,7
18-05-2020,Meghalaya,11,1,13
18-05-2020,Mizoram,1,0,1
18-05-2020,Odisha,220,4,828
18-05-2020,Puducherry,9,1,13
18-05-2020,Punjab,1366,35,1964
18-05-2020,Rajasthan,2992,131,5202
18-05-2020,Tamil Nadu,4172,78,11224
18-05-2020,Telengana,992,34,1551
18-05-2020,Tripura,85,0,167
18-05-2020,Uttar Pradesh,2441,104,4259
18-05-2020,Uttarakhand,52,1,92
18-05-2020,West Bengal,959,238,2677
19-05-2020,Andaman and Nicobar Islands,33,0,33
19-05-2020,Andhra Pradesh,1552,50,2474
19-05-2020,Arunachal Pradesh,1,0,1
19-05-2020,Assam,41,2,107
19-05-2020,Bihar,494,9,1391
19-05-2020,Chandigarh,54,3,196
19-05-2020,Chhattisgarh,59,0,93
19-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
19-05-2020,Delhi,4485,168,10054
19-05-2020,Goa,7,0,38
19-05-2020,Gujarat,4804,694,11745
19-05-2020,Haryana,598,14,928
19-05-2020,Himachal Pradesh,44,3,90
19-05-2020,Jammu and Kashmir,609,15,1289
19-05-2020,Jharkhand,113,3,223
19-05-2020,Karnataka,530,37,1246
19-05-2020,Kerala,497,4,630
19-05-2020,Ladakh,41,0,43
19-05-2020,Madhya Pradesh,2435,252,5236
19-05-2020,Maharashtra,8437,1249,35058
19-05-2020,Manipur,2,0,7
19-05-2020,Meghalaya,11,1,13
19-05-2020,Mizoram,1,0,1
19-05-2020,Odisha,220,4,876
19-05-2020,Puducherry,9,1,18
19-05-2020,Punjab,1547,37,1980
19-05-2020,Rajasthan,3218,138,5507
19-05-2020,Tamil Nadu,4406,81,11760
19-05-2020,Telengana,1000,35,1597
19-05-2020,Tripura,85,0,167
19-05-2020,Uttar Pradesh,2783,118,4605
19-05-2020,Uttarakhand,52,1,93
19-05-2020,West Bengal,1006,244,2825
20-05-2020,Andaman and Nicobar Islands,33,0,33
20-05-2020,Andhra Pradesh,1621,52,2532
20-05-2020,Arunachal Pradesh,1,0,1
20-05-2020,Assam,41,4,142
20-05-2020,Bihar,534,9,1498
20-05-2020,Chandigarh,57,3,200
20-05-2020,Chhattisgarh,59,0,101
20-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
20-05-2020,Delhi,4750,168,10554
20-05-2020,Goa,7,0,46
20-05-2020,Gujarat,5043,719,12140
20-05-2020,Haryana,627,14,964
20-05-2020,Himachal Pradesh,47,3,92
20-05-2020,Jammu and Kashmir,653,17,1317
20-05-2020,Jharkhand,127,3,231
20-05-2020,Karnataka,544,40,1397
20-05-2020,Kerala,497,4,642
20-05-2020,Ladakh,43,0,43
20-05-2020,Madhya Pradesh,2630,258,5465
20-05-2020,Maharashtra,9639,1325,37136
20-05-2020,Manipur,2,0,9
20-05-2020,Meghalaya,12,1,13
20-05-2020,Mizoram,1,0,1
20-05-2020,Odisha,277,5,978
20-05-2020,Puducherry,9,1,18
20-05-2020,Punjab,1642,38,2002
20-05-2020,Rajasthan,3337,143,5845
20-05-2020,Tamil Nadu,4895,84,12448
20-05-2020,Telengana,1010,38,1634
20-05-2020,Tripura,116,0,173
20-05-2020,Uttar Pradesh,2918,123,4926
20-05-2020,Uttarakhand,52,1,111
20-05-2020,West Bengal,1074,250,2961
21-05-2020,Andaman and Nicobar Islands,33,0,33
21-05-2020,Andhra Pradesh,1640,53,2602
21-05-2020,Arunachal Pradesh,1,0,1
21-05-2020,Assam,48,4,170
21-05-2020,Bihar,571,10,1674
21-05-2020,Chandigarh,57,3,202
21-05-2020,Chhattisgarh,59,0,115
21-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
21-05-2020,Delhi,5192,176,11088
21-05-2020,Goa,7,0,50
21-05-2020,Gujarat,5219,749,12537
21-05-2020,Haryana,648,14,993
21-05-2020,Himachal Pradesh,54,3,110
21-05-2020,Jammu and Kashmir,678,18,1390
21-05-2020,Jharkhand,127,3,231
21-05-2020,Karnataka,556,41,1462
21-05-2020,Kerala,502,4,666
21-05-2020,Ladakh,43,0,44
21-05-2020,Madhya Pradesh,2733,267,5735
21-05-2020,Maharashtra,10318,1390,39297
21-05-2020,Manipur,2,0,25
21-05-2020,Meghalaya,12,1,14
21-05-2020,Mizoram,1,0,1
21-05-2020,Odisha,307,6,1052
21-05-2020,Puducherry,9,0,18
21-05-2020,Punjab,1794,38,2005
21-05-2020,Rajasthan,3404,147,6015
21-05-2020,Tamil Nadu,5882,87,13191
21-05-2020,Telengana,1015,40,1661
21-05-2020,Tripura,133,0,173
21-05-2020,Uttar Pradesh,3066,127,5175
21-05-2020,Uttarakhand,53,1,122
21-05-2020,West Bengal,1136,253,3103
22-05-2020,Andaman and Nicobar Islands,33,0,33
22-05-2020,Andhra Pradesh,1709,53,2647
22-05-2020,Arunachal Pradesh,1,0,1
22-05-2020,Assam,54,4,203
22-05-2020,Bihar,593,11,1982
22-05-2020,Chandigarh,139,3,217
22-05-2020,Chhattisgarh,59,0,128
22-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
22-05-2020,Delhi,5567,194,11659
22-05-2020,Goa,7,0,52
22-05-2020,Gujarat,5488,773,12905
22-05-2020,Haryana,681,15,1031
22-05-2020,Himachal Pradesh,59,3,152
22-05-2020,Jammu and Kashmir,684,20,1449
22-05-2020,Jharkhand,129,3,290
22-05-2020,Karnataka,571,41,1605
22-05-2020,Kerala,510,4,690
22-05-2020,Ladakh,43,0,44
22-05-2020,Madhya Pradesh,2843,270,5981
22-05-2020,Maharashtra,11726,1454,41642
22-05-2020,Manipur,2,0,25
22-05-2020,Meghalaya,12,1,14
22-05-2020,Mizoram,1,0,1
22-05-2020,Odisha,393,7,1103
22-05-2020,Puducherry,10,0,20
22-05-2020,Punjab,1819,39,2028
22-05-2020,Rajasthan,3485,151,6227
22-05-2020,Tamil Nadu,6282,94,13967
22-05-2020,Telengana,1035,45,1699
22-05-2020,Tripura,148,0,173
22-05-2020,Uttar Pradesh,3204,138,5515
22-05-2020,Uttarakhand,54,1,146
22-05-2020,West Bengal,1193,259,3197
23-05-2020,Andaman and Nicobar Islands,33,0,33
23-05-2020,Andhra Pradesh,1763,55,2709
23-05-2020,Arunachal Pradesh,1,0,1
23-05-2020,Assam,54,4,259
23-05-2020,Bihar,629,11,2177
23-05-2020,Chandigarh,178,3,218
23-05-2020,Chhattisgarh,62,0,172
23-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,1
23-05-2020,Delhi,5897,208,12319
23-05-2020,Goa,16,0,54
23-05-2020,Gujarat,5880,802,13268
23-05-2020,Haryana,706,16,1067
23-05-2020,Himachal Pradesh,59,3,168
23-05-2020,Jammu and Kashmir,720,20,1489
23-05-2020,Jharkhand,136,3,308
23-05-2020,Karnataka,597,41,1743
23-05-2020,Kerala,512,4,732
23-05-2020,Ladakh,43,0,44
23-05-2020,Madhya Pradesh,3089,272,6170
23-05-2020,Maharashtra,12583,1517,44582
23-05-2020,Manipur,2,0,26
23-05-2020,Meghalaya,12,1,14
23-05-2020,Mizoram,1,0,1
23-05-2020,Odisha,436,7,1189
23-05-2020,Puducherry,10,0,26
23-05-2020,Punjab,1847,39,2029
23-05-2020,Rajasthan,3680,153,6494
23-05-2020,Tamil Nadu,7128,98,14753
23-05-2020,Telengana,1043,45,1761
23-05-2020,Tripura,152,0,175
23-05-2020,Uttar Pradesh,3238,152,5735
23-05-2020,Uttarakhand,56,1,153
23-05-2020,West Bengal,1221,265,3332
24-05-2020,Andaman and Nicobar Islands,33,0,33
24-05-2020,Andhra Pradesh,1809,56,2757
24-05-2020,Arunachal Pradesh,1,0,1
24-05-2020,Assam,55,4,329
24-05-2020,Bihar,653,11,2380
24-05-2020,Chandigarh,179,3,225
24-05-2020,Chhattisgarh,64,0,214
24-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,2
24-05-2020,Delhi,6267,231,12910
24-05-2020,Goa,16,0,55
24-05-2020,Gujarat,6169,829,13664
24-05-2020,Haryana,750,16,1131
24-05-2020,Himachal Pradesh,61,3,185
24-05-2020,Jammu and Kashmir,774,21,1569
24-05-2020,Jharkhand,141,4,350
24-05-2020,Karnataka,608,42,1959
24-05-2020,Kerala,515,4,795
24-05-2020,Ladakh,43,0,49
24-05-2020,Madhya Pradesh,3267,281,6371
24-05-2020,Maharashtra,13404,1577,47190
24-05-2020,Manipur,4,0,29
24-05-2020,Meghalaya,12,1,14
24-05-2020,Mizoram,1,0,1
24-05-2020,Odisha,497,7,1269
24-05-2020,Puducherry,10,0#,26
24-05-2020,Punjab,1870,39,2045
24-05-2020,Rajasthan,3786,160,6742
24-05-2020,Sikkim,0,0,1
24-05-2020,Tamil Nadu,7491,103,15512
24-05-2020,Telengana,1065,49,1813
24-05-2020,Tripura,153,0,189
24-05-2020,Uttar Pradesh,3406,155,6017
24-05-2020,Uttarakhand,56,2,244
24-05-2020,West Bengal,1281,269,3459
25-05-2020,Andaman and Nicobar Islands,33,0,33
25-05-2020,Andhra Pradesh,1856,56,2823
25-05-2020,Arunachal Pradesh,1,0,1
25-05-2020,Assam,55,4,378
25-05-2020,Bihar,702,13,2587
25-05-2020,Chandigarh,186,3,238
25-05-2020,Chhattisgarh,67,0,252
25-05-2020,Dadra and Nagar Haveli and Daman and Diu,0,0,2
25-05-2020,Delhi,6540,261,13418
25-05-2020,Goa,19,0,66
25-05-2020,Gujarat,6412,858,14056
25-05-2020,Haryana,765,16,1184
25-05-2020,Himachal Pradesh,63,3,203
25-05-2020,Jammu and Kashmir,809,21,1621
25-05-2020,Jharkhand,148,4,370
25-05-2020,Karnataka,654,42,2089
25-05-2020,Kerala,521,4,847
25-05-2020,Ladakh,43,0,52
25-05-2020,Madhya Pradesh,3408,290,6665
25-05-2020,Maharashtra,14600,1635,50231
25-05-2020,Manipur,4,0,32
25-05-2020,Meghalaya,12,1,14
25-05-2020,Mizoram,1,0,1
25-05-2020,Odisha,550,7,1336
25-05-2020,Puducherry,12,0,41
25-05-2020,Punjab,1898,40,2060
25-05-2020,Rajasthan,3848,163,7028
